                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 0.8382,                 0.7075,                 1.2432,                0.67163,                 0.6201,                0.65871,                0.47613,                 1.2848,                 1.1821,                 1.7547,             0.00016991,             0.00016991,             0.00016991
                     91,                0.83922,                0.59233,                 1.2598,                0.73198,                0.58961,                0.64958,                0.46543,                 1.2883,                 1.1809,                 1.7587,             0.00015576,             0.00015576,             0.00015576
                     92,                0.81367,                0.55558,                 1.2288,                0.69387,                0.61529,                0.64975,                0.47014,                 1.2902,                 1.2143,                 1.7374,             0.00014161,             0.00014161,             0.00014161
                     93,                0.79255,                0.54817,                 1.2158,                0.70703,                0.62081,                0.65207,                0.47571,                 1.2691,                 1.2027,                 1.7185,             0.00012747,             0.00012747,             0.00012747
                     94,                0.78141,                 0.5315,                 1.2068,                0.67931,                0.62382,                0.65383,                0.47278,                 1.2907,                 1.2238,                 1.7493,             0.00011332,             0.00011332,             0.00011332
                     95,                0.77546,                0.52631,                 1.2091,                0.74649,                0.58789,                  0.652,                0.47531,                 1.2759,                 1.1985,                 1.7359,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                 0.7619,                0.51844,                 1.1901,                0.66171,                0.61919,                0.64505,                0.47199,                 1.2846,                 1.2161,                 1.7544,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.75745,                0.51434,                   1.19,                 0.7033,                0.59741,                0.64922,                0.47368,                 1.2831,                 1.1888,                 1.7541,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.74809,                0.50251,                 1.1807,                0.70109,                0.60452,                0.64932,                0.47568,                 1.2801,                  1.191,                  1.768,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.74225,                0.50041,                 1.1809,                0.67728,                0.61725,                0.65002,                0.47047,                 1.2903,                  1.215,                 1.7712,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.74101,                0.48126,                 1.1795,                0.72031,                0.58998,                0.65067,                0.47335,                 1.2796,                 1.1935,                 1.7711,             2.8437e-05,             2.8437e-05,             2.8437e-05
