                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                  1.128,                 1.0505,                  1.457,                0.60842,                0.59839,                0.58954,                0.40288,                 1.3511,                 1.3115,                 1.6197,             0.00079238,             0.00079238,             0.00079238
                     47,                 1.1142,                 1.0465,                 1.4504,                0.68526,                0.56794,                0.60426,                0.41752,                 1.3715,                 1.2277,                 1.6572,             0.00077823,             0.00077823,             0.00077823
                     48,                 1.1159,                 1.0191,                 1.4447,                0.68454,                0.55814,                0.60828,                0.42714,                 1.3237,                 1.2563,                 1.6011,             0.00076409,             0.00076409,             0.00076409
                     49,                 1.1121,                 1.0082,                 1.4449,                0.68729,                0.57808,                0.60043,                0.41287,                 1.3582,                 1.2227,                  1.639,             0.00074994,             0.00074994,             0.00074994
                     50,                  1.087,                0.98903,                 1.4272,                0.63159,                0.59471,                  0.612,                0.42089,                 1.3242,                 1.2617,                 1.5977,             0.00073579,             0.00073579,             0.00073579
                     51,                 1.0848,                0.97838,                 1.4238,                0.73632,                0.54969,                0.60946,                0.42778,                 1.3309,                 1.2283,                 1.6123,             0.00072164,             0.00072164,             0.00072164
                     52,                 1.0777,                0.96916,                 1.4212,                0.65149,                0.57584,                0.60454,                0.43042,                 1.3833,                 1.2121,                 1.6701,              0.0007075,              0.0007075,              0.0007075
                     53,                 1.0658,                0.95847,                 1.3981,                0.70552,                0.57663,                0.62931,                0.43777,                 1.3682,                 1.2223,                  1.669,             0.00069335,             0.00069335,             0.00069335
                     54,                 1.0605,                0.93971,                 1.3969,                0.68123,                0.56323,                0.59252,                0.41944,                 1.3823,                 1.2394,                 1.6599,              0.0006792,              0.0006792,              0.0006792
                     55,                 1.0583,                0.94218,                 1.4004,                0.65787,                0.55893,                0.60758,                 0.4278,                 1.3424,                 1.2277,                  1.634,             0.00066506,             0.00066506,             0.00066506
                     56,                 1.0335,                0.92544,                 1.3837,                0.67421,                0.57115,                0.60418,                0.41914,                 1.3885,                 1.2576,                 1.6888,             0.00065091,             0.00065091,             0.00065091
                     57,                 1.0373,                0.91086,                 1.3758,                0.75252,                0.55193,                0.61333,                0.42916,                 1.3329,                 1.2074,                  1.631,             0.00063676,             0.00063676,             0.00063676
                     58,                 1.0368,                0.90932,                  1.384,                0.71919,                0.55393,                0.61623,                0.42537,                 1.3643,                 1.2709,                 1.6729,             0.00062262,             0.00062262,             0.00062262
                     59,                 1.0192,                0.88854,                 1.3715,                0.62572,                0.59896,                0.61333,                0.42949,                 1.3799,                 1.2347,                 1.6742,             0.00060847,             0.00060847,             0.00060847
                     60,                 1.0137,                0.87135,                 1.3654,                0.67459,                0.57933,                0.61016,                 0.4243,                 1.3631,                 1.2393,                 1.6621,             0.00059432,             0.00059432,             0.00059432
                     61,                0.99906,                0.86694,                  1.361,                0.67317,                0.56931,                0.61205,                0.42546,                 1.3828,                 1.2393,                 1.6842,             0.00058017,             0.00058017,             0.00058017
                     62,                  0.999,                0.86457,                 1.3567,                0.69658,                 0.5848,                0.62388,                0.42779,                   1.39,                 1.2164,                  1.673,             0.00056603,             0.00056603,             0.00056603
                     63,                0.97672,                0.84199,                 1.3452,                0.66895,                0.57718,                0.61735,                0.42917,                 1.3618,                 1.2095,                 1.6873,             0.00055188,             0.00055188,             0.00055188
                     64,                0.95697,                0.82688,                 1.3313,                0.66592,                0.58852,                0.61549,                0.43354,                 1.3654,                 1.2272,                  1.687,             0.00053773,             0.00053773,             0.00053773
                     65,                 0.9606,                0.82035,                 1.3339,                0.71472,                0.56304,                0.61565,                  0.433,                 1.3604,                 1.1981,                 1.6798,             0.00052359,             0.00052359,             0.00052359
                     66,                0.97253,                0.83754,                 1.3382,                0.63774,                0.59705,                0.60722,                0.41908,                 1.3764,                 1.2603,                 1.6786,             0.00050944,             0.00050944,             0.00050944
                     67,                0.93969,                0.79026,                  1.313,                0.70082,                0.56963,                0.61313,                0.42736,                 1.3782,                 1.2061,                 1.6991,             0.00049529,             0.00049529,             0.00049529
                     68,                0.93531,                0.78054,                 1.3089,                0.67401,                0.57738,                0.60646,                0.42499,                 1.4039,                 1.2459,                  1.721,             0.00048114,             0.00048114,             0.00048114
                     69,                0.94357,                0.78872,                  1.316,                0.70239,                0.56113,                0.61547,                0.43271,                 1.3791,                 1.2113,                 1.6958,               0.000467,               0.000467,               0.000467
                     70,                0.93288,                0.77196,                 1.3066,                0.69389,                0.56669,                0.60522,                0.42654,                 1.3764,                  1.232,                 1.7137,             0.00045285,             0.00045285,             0.00045285
                     71,                 0.9319,                0.77977,                 1.3046,                 0.6267,                0.60172,                 0.6101,                0.42726,                 1.3829,                 1.2565,                 1.7169,              0.0004387,              0.0004387,              0.0004387
                     72,                0.90544,                0.74397,                 1.2872,                0.69726,                0.57845,                0.61902,                0.42834,                 1.3845,                 1.2093,                 1.7198,             0.00042456,             0.00042456,             0.00042456
                     73,                0.91281,                0.74861,                 1.2944,                0.70364,                0.54794,                0.59699,                0.42485,                 1.3734,                 1.2347,                 1.7084,             0.00041041,             0.00041041,             0.00041041
                     74,                0.90318,                 0.7399,                 1.2828,                0.75106,                0.54718,                0.60951,                0.42693,                 1.3717,                 1.2767,                 1.7127,             0.00039626,             0.00039626,             0.00039626
                     75,                 0.8873,                0.71963,                 1.2664,                0.71985,                0.55444,                 0.6038,                 0.4271,                 1.3808,                 1.2725,                 1.7009,             0.00038211,             0.00038211,             0.00038211
                     76,                0.88839,                0.73187,                 1.2749,                0.67944,                0.56497,                0.60273,                0.42421,                 1.3938,                 1.2546,                 1.7349,             0.00036797,             0.00036797,             0.00036797
                     77,                0.86527,                0.71649,                 1.2651,                0.71811,                 0.5761,                0.62509,                0.43572,                 1.4088,                 1.1893,                 1.7649,             0.00035382,             0.00035382,             0.00035382
                     78,                  0.862,                0.70426,                 1.2509,                0.73462,                0.53674,                0.59399,                0.42111,                 1.3805,                   1.25,                 1.7294,             0.00033967,             0.00033967,             0.00033967
                     79,                0.84851,                0.69024,                 1.2419,                0.67339,                0.55787,                0.59558,                0.42082,                 1.3805,                 1.2803,                 1.7333,             0.00032553,             0.00032553,             0.00032553
                     80,                0.84695,                0.68308,                 1.2391,                0.66498,                0.57304,                 0.6109,                0.43488,                 1.3906,                 1.2467,                 1.7529,             0.00031138,             0.00031138,             0.00031138
                     81,                0.82374,                0.67475,                 1.2266,                0.65414,                0.56168,                0.59905,                0.43124,                 1.3906,                  1.257,                 1.7641,             0.00029723,             0.00029723,             0.00029723
                     82,                 0.8477,                0.68559,                 1.2466,                0.69279,                0.55248,                0.60652,                0.44087,                 1.3498,                 1.2142,                 1.7082,             0.00028308,             0.00028308,             0.00028308
                     83,                0.83514,                 0.6727,                 1.2379,                0.74212,                0.52826,                0.60668,                0.43578,                 1.3753,                 1.3051,                 1.7288,             0.00026894,             0.00026894,             0.00026894
                     84,                0.81655,                 0.6576,                 1.2285,                0.68289,                0.55927,                0.60471,                0.43248,                  1.393,                 1.2291,                 1.7548,             0.00025479,             0.00025479,             0.00025479
                     85,                0.81555,                0.65927,                 1.2257,                 0.6653,                0.55082,                0.59203,                0.42863,                 1.4104,                   1.27,                 1.7709,             0.00024064,             0.00024064,             0.00024064
                     86,                0.79405,                0.63438,                 1.2061,                0.66768,                0.57031,                0.60464,                0.43714,                 1.3804,                 1.2293,                 1.7407,              0.0002265,              0.0002265,              0.0002265
                     87,                0.81607,                0.65356,                 1.2131,                0.67489,                0.58163,                0.60469,                0.43633,                 1.3651,                 1.2236,                 1.7403,             0.00021235,             0.00021235,             0.00021235
                     88,                 0.7985,                0.63756,                 1.2127,                 0.6658,                0.56948,                0.59433,                0.43102,                 1.3895,                 1.2414,                 1.7485,              0.0001982,              0.0001982,              0.0001982
                     89,                0.80518,                0.64026,                 1.2117,                0.70461,                0.56705,                0.61111,                0.43636,                 1.3878,                 1.2161,                 1.7528,             0.00018406,             0.00018406,             0.00018406
                     90,                0.77552,                 0.6112,                 1.1953,                0.73688,                0.53955,                0.59748,                 0.4266,                 1.4043,                 1.2388,                 1.7772,             0.00016991,             0.00016991,             0.00016991
                     91,                0.76273,                 0.4934,                 1.1929,                0.68735,                0.56291,                0.59747,                0.42593,                 1.4157,                 1.2797,                 1.7592,             0.00015576,             0.00015576,             0.00015576
                     92,                0.75123,                0.47952,                 1.1858,                0.73786,                0.52663,                0.59952,                0.43244,                 1.4037,                 1.2744,                 1.7725,             0.00014161,             0.00014161,             0.00014161
                     93,                 0.7195,                0.45722,                 1.1567,                0.69485,                0.54843,                0.60167,                0.43416,                 1.3965,                 1.2669,                 1.7663,             0.00012747,             0.00012747,             0.00012747
                     94,                 0.7129,                0.44504,                 1.1596,                0.69977,                0.56761,                0.60245,                0.42907,                   1.39,                 1.2349,                 1.7773,             0.00011332,             0.00011332,             0.00011332
                     95,                0.69398,                0.44653,                 1.1398,                0.71764,                 0.5537,                0.60626,                0.43047,                 1.3908,                 1.2408,                 1.7878,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                 0.6879,                0.42974,                 1.1376,                  0.688,                0.55974,                0.59971,                0.42865,                 1.4054,                 1.2572,                 1.8046,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.67968,                0.42187,                 1.1311,                0.70122,                0.55015,                0.60498,                0.43242,                  1.411,                  1.248,                 1.8164,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.69078,                0.43585,                 1.1432,                0.67737,                0.56018,                0.60511,                0.42972,                 1.3826,                 1.2632,                 1.7835,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.67648,                0.41971,                  1.132,                0.68323,                0.56552,                0.60343,                0.43217,                 1.3873,                 1.2559,                 1.7838,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.65598,                0.40816,                 1.1188,                 0.6759,                0.57275,                0.60834,                0.43509,                 1.3916,                 1.2653,                 1.7909,             2.8437e-05,             2.8437e-05,             2.8437e-05
