                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                 1.1591,                0.99891,                 1.4377,                0.56696,                 0.5899,                0.57695,                0.39859,                 1.2244,                 1.1613,                 1.5377,             0.00099044,             0.00099044,             0.00099044
                     64,                 1.1508,                0.97168,                 1.4182,                0.62479,                 0.5737,                0.60046,                0.40587,                 1.2326,                 1.2004,                 1.5223,             0.00098337,             0.00098337,             0.00098337
                     65,                 1.1384,                0.95145,                 1.4104,                0.64246,                0.55731,                0.59598,                0.41636,                 1.2086,                 1.1698,                 1.5062,             0.00097629,             0.00097629,             0.00097629
                     66,                 1.1227,                0.94782,                 1.3993,                0.62828,                0.58207,                 0.6021,                0.41984,                 1.2038,                 1.1392,                 1.5087,             0.00096922,             0.00096922,             0.00096922
                     67,                 1.1394,                0.94789,                 1.4002,                0.64988,                0.55744,                0.58854,                0.40246,                 1.2353,                 1.1768,                 1.5291,             0.00096215,             0.00096215,             0.00096215
                     68,                 1.1084,                0.92676,                 1.3861,                0.67631,                0.53009,                 0.5859,                0.40629,                 1.2301,                   1.19,                 1.5469,             0.00095507,             0.00095507,             0.00095507
                     69,                 1.1049,                0.90622,                 1.3837,                0.62297,                0.59236,                0.60555,                 0.4179,                 1.2351,                 1.1247,                 1.5428,               0.000948,               0.000948,               0.000948
                     70,                   1.09,                0.91295,                 1.3802,                0.66606,                 0.5571,                0.60546,                  0.411,                 1.2413,                 1.1575,                 1.5502,             0.00094093,             0.00094093,             0.00094093
                     71,                 1.1004,                0.91012,                 1.3732,                0.61753,                 0.5745,                 0.5921,                0.41004,                 1.2206,                  1.176,                 1.5406,             0.00093385,             0.00093385,             0.00093385
                     72,                 1.0802,                0.90272,                  1.369,                0.63909,                0.55852,                0.59394,                0.41045,                 1.2699,                 1.1842,                 1.5857,             0.00092678,             0.00092678,             0.00092678
                     73,                   1.07,                0.89224,                 1.3552,                0.64892,                0.56701,                0.60347,                0.41944,                 1.1987,                 1.1414,                 1.5342,              0.0009197,              0.0009197,              0.0009197
